Date/Time,Address,Location,Call Type,Description,Incident Number,Duration
5/2/15 16:49,1100 BLK 19 ST N,Fargo,Loud Party/People,25-30 PPL DRINKING,2015-00029064,1:05:24
5/2/15 16:46,1300 BLK 11 ST N,Fargo,Loud Party/People,PARTY OF UNDERAGE DRINKERS,2015-00029063,0:41:32
5/2/15 4:19,1300 BLK 11 ST N,Fargo,Loud Party/People,LOUD PARTY/PPL,2015-00028976,0:25:56
5/2/15 2:49,1300 BLK BROADWAY N,Fargo,Loud Party/People,LOUD PARTY IN GARAGE,2015-00028972,1:07:16
5/2/15 2:34,1000 BLK UNIVERSITY DR N,Fargo,Loud Party/People,LOUD PARTY,2015-00028966,1:14:16
5/2/15 2:33,1500 BLK 11 AVE N,Fargo,Loud Party/People,LOUD PARTY,2015-00028960,0:50:42
5/2/15 0:40,1800 BLK UNIVERSITY DR N,Fargo,Loud Party/People,LOUD PARTY,2015-00003373,1:02:55
5/2/15 0:37,3300 BLK 12 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00011803,0:26:11
5/2/15 0:01,500 BLK 14 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00028906,0:21:55
5/1/15 23:47,1400 BLK 20 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00028898,0:41:09
5/1/15 23:40,1600 BLK 7 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00011799,0:55:47
5/1/15 23:39,1000 BLK COLLEGE ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00028897,0:46:38
5/1/15 23:33,700 BLK 7 AVE N,Fargo,Loud Party/People,LOUD PARTY,2015-00028888,0:29:46
5/1/15 21:33,1000 BLK 8 ST N,Moorhead,Loud Party/People,LOUD PARTY,2015-00011785,0:39:24
5/1/15 1:58,2500 BLK 55 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00028633,0:25:04
4/29/15 21:12,600 BLK COUNTRYSIDE TRAILER CT S,Fargo,Loud Party/People,LOUD PEOPLE,2015-00028341,0:27:24
4/29/15 20:51,2500 BLK 55 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00028334,0:14:39
4/28/15 23:40,1300 BLK 12 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00028100,1:32:11
4/28/15 21:39,0 BLK ROBERTS ST N,Fargo,Loud Party/People,LOUD PEOPLE,2015-00028066,1:24:12
4/28/15 0:00,4200 BLK 10 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00027841,0:18:33
4/27/15 23:30,1200 BLK 36 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00027835,0:52:53
4/26/15 22:09,1900 BLK 5 AVE S,Moorhead,Loud Party/People,LOUD MUSIC,2015-00011223,0:28:13
4/26/15 5:01,200 BLK 17 1/2 ST E,West Fargo,Loud Party/People,LOUD PARTY,2015-00006498,0:52:42
4/26/15 2:35,1000 BLK 16 ST N,Fargo,Loud Party/People,LOUD PEOPLE,2015-00027422,0:01:41
4/26/15 1:58,500 BLK 32 AVE S,Moorhead,Loud Party/People,LOUD 10-56 PEOPLE,2015-00011165,0:05:34
4/26/15 1:47,2300 BLK 11 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00011163,1:09:32
4/26/15 0:47,1100 BLK 19 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00027407,1:49:35
4/25/15 23:56,1000 BLK 16 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00027376,1:24:00
4/25/15 23:50,1400 BLK 12 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00027387,1:02:59
4/25/15 23:41,500 BLK 31 AVE N,Fargo,Loud Party/People,PEOPLE TALKING LOUDLY,2015-00027370,0:42:27
4/25/15 23:01,1100 BLK 38 1/2 AVE W,West Fargo,Loud Party/People,LOUD BAND/PARTY,2015-00006467,0:17:46
4/25/15 22:56,1400 BLK 12 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00027357,0:25:07
4/25/15 22:46,1000 BLK 16 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00027358,0:41:16
4/25/15 22:45,3200 BLK 9 ST W,West Fargo,Loud Party/People,LOUD PARTY,2015-00006466,0:25:09
4/25/15 22:32,2600 BLK 56 AVE S,Fargo,Loud Party/People,LOUD PARTY/MUSIC,2015-00027359,1:15:20
4/25/15 21:15,2300 BLK 55 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00027335,0:26:52
4/25/15 11:52,1300 BLK 3 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00011063,0:24:31
4/25/15 3:49,1800 BLK 49 ST S,Fargo,Loud Party/People,LOUD PPL/PARTY,2015-00027182,0:32:20
4/25/15 0:47,1100 BLK COLLEGE ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00027137,0:58:10
4/25/15 0:36,3400 BLK 10 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00011028,0:24:02
4/25/15 0:27,400 BLK BROOK AVE,Moorhead,Loud Party/People,LOUD PARTY,2015-00011024,0:30:46
4/25/15 0:17,1100 BLK UNIVERSITY DR N,Fargo,Loud Party/People,LOUD PARTY,2015-00027123,0:06:26
4/25/15 0:01,1100 BLK 12 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00027115,0:14:46
4/24/15 23:18,0 BLK ROBERTS ST N,Fargo,Loud Party/People,LOUD PEOPLE,2015-00027097,0:07:37
4/24/15 23:11,300 BLK 22 AVE S,Moorhead,Loud Party/People,LOUD PARTY,2015-00011019,0:15:24
4/24/15 21:55,1500 BLK 6 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00027074,1:52:25
4/23/15 23:58,1100 BLK 19 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00026860,0:42:00
4/23/15 23:15,5100 BLK 44 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00026841,0:21:03
4/23/15 23:11,1200 BLK 11 1/2 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00026838,0:32:30
4/23/15 3:57,1200 BLK 10 ST N,Fargo,Loud Party/People,LOUD TALKING,2015-00026631,0:27:50
4/23/15 2:37,1900 BLK DAKOTA DR N,Fargo,Loud Party/People,LOUD PARTY,2015-00026621,0:43:12
4/19/15 4:44,1700 BLK 39 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00025767,1:01:59
4/19/15 3:33,600 BLK 33 AVE W,West Fargo,Loud Party/People,LOUD PARTY/PEOPLE,,0:14:09
4/19/15 3:09,0 BLK 8 ST N,Fargo,Loud Party/People,1056 PPL,2015-00025745,0:31:56
4/19/15 2:50,600 BLK 5 AVE S,Moorhead,Loud Party/People,LOUD PARTY,2015-00010471,2:02:28
4/19/15 1:42,1200 BLK 11 1/2 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00025723,0:30:38
4/19/15 1:29,2600 BLK 11 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00010467,0:21:56
4/19/15 0:05,1200 BLK 32 STREET CIR S,Moorhead,Loud Party/People,LOUD PARTY,2015-00010461,0:18:11
4/19/15 0:01,1200 BLK 32 STREET CIR S,Moorhead,Loud Party/People,LOUD PARTY,2015-00010459,0:13:15
4/18/15 23:44,2500 BLK 15 ST S,Fargo,Loud Party/People,LOUD PEOPLE,2015-00025669,0:11:51
4/18/15 23:10,5000 BLK AMBER VALLEY PKWY S,Fargo,Loud Party/People,LOUD PARTY,,0:15:03
4/18/15 23:08,500 BLK 2 AVE NW,West Fargo,Loud Party/People,LOUD PEOPLE IN ARMOUR PARK,2015-00006033,0:19:40
4/18/15 22:43,5000 BLK AMBER VALLEY PKWY S,Fargo,Loud Party/People,LOUD PARTY,2015-00025654,0:49:40
4/18/15 22:31,5800 BLK CO RD 31 N,Fargo,Loud Party/People,LOUD PARTY,2015-00005331,3:31:55
4/18/15 22:14,1300 BLK 10 AVE N,Fargo,Loud Party/People,LOUD PARTY,2015-00025667,1:55:21
4/18/15 21:25,1200 BLK 15 AVE N,Moorhead,Loud Party/People,LOUD PARTY OUTSIDE,2015-00010451,1:48:19
4/18/15 21:03,4900 BLK 28 AVE S,Fargo,Loud Party/People,LOUD GARAGE PARTY,2015-00025633,0:33:54
4/18/15 17:12,1100 BLK 10 ST N,Fargo,Loud Party/People,DIST/LOUD PEOPLE,2015-00025600,1:24:52
4/18/15 14:18,800 BLK 11 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00025542,0:20:50
4/18/15 3:24,1600 BLK 12 ST N,Fargo,Loud Party/People,LOUD PARTY/PEOPLE,2015-00025468,0:33:50
4/18/15 0:40,2800 BLK 7 ST W,West Fargo,Loud Party/People,LOUD PARTY/NARCS,2015-00005983,0:31:51
4/18/15 0:08,400 BLK 16 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00010373,1:19:02
4/17/15 23:27,1600 BLK 10 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00025388,1:06:23
4/17/15 21:35,1700 BLK 2 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00025368,1:30:46
4/17/15 18:35,8 AVE N,Fargo,Loud Party/People,LOUD MUSIC,,0:05:43
4/17/15 18:34,700 BLK 8 ST N,Fargo,Loud Party/People,LOUD PARTY / 1056M x3,2015-00025305,0:18:53
4/17/15 5:57,4900 BLK 47 ST S,Fargo,Loud Party/People,LOUD MUSIC,2015-00025146,0:39:23
4/17/15 2:31,4600 BLK SAN JUAN DR S,Fargo,Loud Party/People,LOUD PARTY,2015-00025130,0:49:18
4/16/15 23:33,1100 BLK 19 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00025091,1:00:06
4/16/15 21:13,1200 BLK 11 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00025048,0:01:35
4/15/15 3:07,0 BLK ROBERTS ST N,Fargo,Loud Party/People,LOUD PEOPLE,2015-00024572,0:20:09
4/14/15 22:35,6300 BLK 17 ST N,Fargo,Loud Party/People,LOUD PARTY\\FIRE,2015-00005088,2:07:03
4/13/15 23:59,900 BLK 18 1/2 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00009832,0:17:58
4/13/15 23:48,600 BLK COUNTRYSIDE TRAILER CT S,Fargo,Loud Party/People,LOUD MUSIC/PARTY,2015-00024270,0:20:07
4/13/15 22:46,500 BLK 1 AVE E,West Fargo,Loud Party/People,LOUD PARTY,2015-00005710,0:21:40
4/12/15 23:43,3300 BLK 31 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00024010,0:36:00
4/12/15 23:06,1800 BLK 42 ST S,Fargo,Loud Party/People,LOUD MUSIC,2015-00023992,0:44:04
4/12/15 4:09,4800 BLK 16 AVE S,Fargo,Loud Party/People,LOUD MUSIC/TALKING,2015-00023833,0:18:45
4/12/15 2:51,2800 BLK 7 ST W,West Fargo,Loud Party/People,LOUD PARTY,2015-00005618,0:33:28
4/12/15 2:50,2000 BLK 21 AVE S,Fargo,Loud Party/People,LOUD PPL,2015-00023824,0:17:08
4/12/15 2:35,4800 BLK 28 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00023819,0:47:32
4/12/15 1:58,4900 BLK 44 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00023809,0:12:44
4/12/15 1:02,4400 BLK 9 AVENUE CIR S,Fargo,Loud Party/People,LOUD PARTY,2015-00023786,0:34:39
4/12/15 0:54,11 AVE N,Fargo,Loud Party/People,LOUD PPL,2015-00023780,0:14:45
4/12/15 0:38,1500 BLK 11 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00023774,1:34:10
4/12/15 0:34,1000 BLK 17 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00023783,0:47:38
4/12/15 0:00,1400 BLK UNIVERSITY DR N,Fargo,Loud Party/People,LOUD PARTY,2015-00023767,0:40:08
4/11/15 23:43,1100 BLK 18 ST N,Fargo,Loud Party/People,LOUD PARTY/BONFIRE,2015-00023756,1:21:58
4/11/15 22:46,900 BLK 5 AVE S,Moorhead,Loud Party/People,LOUD PARTY,,0:13:17
4/11/15 22:43,1000 BLK 11 AVE S,Moorhead,Loud Party/People,PARTY/BONFIRE,2015-00009628,0:05:34
4/11/15 22:35,3400 BLK 42 AVE S,Fargo,Loud Party/People,LOUD PARTY/MINORS PRESENT,2015-00023741,1:33:12
4/11/15 22:33,400 BLK 10 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00009632,1:30:39
4/11/15 20:51,4800 BLK 28 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00023711,1:02:37
4/11/15 20:22,4900 BLK 44 AVE S,Fargo,Loud Party/People,LOUD PEOPLE,2015-00023719,3:01:55
4/11/15 20:02,1500 BLK 8 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00023713,1:42:51
4/11/15 20:01,1400 BLK 12 ST N,Fargo,Loud Party/People,LOUD 1056 PPL,2015-00023710,1:32:39
4/11/15 19:56,400 BLK 10 AVE S,Moorhead,Loud Party/People,LOUD PARTY,2015-00009612,0:41:19
4/11/15 19:28,1400 BLK 9 AVE S,Moorhead,Loud Party/People,LOUD PARTY,2015-00009610,1:35:02
4/11/15 19:15,4900 BLK 44 AVE S,Fargo,Loud Party/People,LOUD PEOPLE/MUSIC,2015-00023681,0:31:24
4/11/15 18:33,900 BLK 14 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00023673,0:23:25
4/11/15 18:24,1500 BLK 8 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00023672,0:22:52
4/11/15 17:38,4900 BLK 44 AVE S,Fargo,Loud Party/People,LOUD PEOPLE,2015-00023674,1:36:41
4/11/15 14:48,16 AVE N,Fargo,Loud Party/People,LOUD PARTY,2015-00023632,0:10:53
4/11/15 2:14,2800 BLK 23 AVE S,Fargo,Loud Party/People,LOUD PEOPLE/MUSIC,2015-00023547,0:14:53
4/11/15 1:12,900 BLK 5 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00023530,0:20:20
4/11/15 0:55,1100 BLK 11 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00009543,1:08:46
4/11/15 0:38,2600 BLK PACIFIC DR S,Fargo,Loud Party/People,LOUD PARTY,2015-00023529,0:41:24
4/11/15 0:17,1200 BLK 36 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00023523,0:15:31
4/10/15 23:41,800 BLK COUNTRYSIDE TRAILER CT S,Fargo,Loud Party/People,LOUD PARTY,2015-00023525,1:06:29
4/10/15 23:16,1400 BLK 12 AVE N,Fargo,Loud Party/People,LOUD PARTY,2015-00023510,0:39:19
4/10/15 20:57,16 AVE N,Fargo,Loud Party/People,LOUD PARTY,2015-00023464,0:22:36
4/8/15 21:51,4800 BLK 16 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00022912,0:17:49
4/8/15 19:09,1400 BLK 32 ST S,Fargo,Loud Party/People,LOUD PARTY/MUSIC,2015-00022881,0:46:47
4/8/15 0:50,1700 BLK 49 ST S,Fargo,Loud Party/People,LOUD PEOPLE,2015-00022680,0:22:03
4/7/15 0:04,800 BLK 24 AVE S,Moorhead,Loud Party/People,LOUD PPL AND MUSIC,2015-00009140,0:32:37
4/5/15 23:17,600 BLK 10 ST N,Moorhead,Loud Party/People,LOUD PARTY,2015-00009054,0:20:36
4/5/15 22:34,1500 BLK 27 AVE S,Fargo,Loud Party/People,LOUD MUSIC AND POSS PARTY,,0:20:11
4/5/15 20:00,900 BLK 24 AVE S,Moorhead,Loud Party/People,LOUD PARTY,2015-00009043,0:42:40
4/5/15 19:08,800 BLK 10 ST S,Fargo,Loud Party/People,LOUD STEREO,2015-00022099,1:29:44
4/5/15 14:07,500 BLK 30 AVE S,Moorhead,Loud Party/People,PARTY,2015-00009024,0:29:19
4/5/15 5:10,2400 BLK 3 AVE N,Moorhead,Loud Party/People,LOUD PARTY,2015-00009010,0:21:04
4/5/15 3:32,7300 BLK 57 AVE N,Glyndon,Loud Party/People,PARTY,Multiple incidents,0:30:44
4/5/15 3:11,100 BLK ROBERTS ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00022014,0:14:31
4/5/15 1:04,2500 BLK 14 ST S,Fargo,Loud Party/People,LOUD PARTY/MJ ODOR,2015-00021986,1:07:00
4/5/15 0:26,1400 BLK 16 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00009000,1:09:04
4/5/15 0:14,3500 BLK 8 AVE S,Moorhead,Loud Party/People,LOUD PARTY,2015-00008998,0:25:51
4/4/15 23:35,3100 BLK 33 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00021966,1:13:03
4/4/15 23:01,4200 BLK 47 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00021944,0:50:42
4/4/15 4:17,7300 BLK 57 AVE N,Glyndon,Loud Party/People,LOUD PARTY,,0:00:45
4/4/15 3:56,7300 BLK 57 AVE N,Glyndon,Loud Party/People,LOUD PARTY/1021 CLAY COUNTY,2015-00002315,1:25:25
4/4/15 1:25,4300 BLK 9 AVENUE CIR S,Fargo,Loud Party/People,LOUD PARTY,2015-00021725,0:28:18
4/3/15 23:33,800 BLK 2 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00021693,0:29:11
4/3/15 22:41,1400 BLK 17 ST S,Fargo,Loud Party/People,LOUD MUSIC,2015-00021680,0:48:28
4/3/15 22:29,600 BLK 16 ST N,Moorhead,Loud Party/People,CHECK ON PARTY/BON FIRE,2015-00008909,0:48:21
4/3/15 22:22,1700 BLK 40 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00021682,1:37:48
4/3/15 21:46,1900 BLK 4 AVE E,West Fargo,Loud Party/People,LOUD PARTY,2015-00005162,0:05:15
4/3/15 1:15,1100 BLK 19 ST N,Fargo,Loud Party/People,LOUD PARTY/MUSIC,2015-00021448,0:18:51
4/2/15 23:51,800 BLK 5 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00008817,0:39:01
4/2/15 22:28,4800 BLK 28 AVE S,Fargo,Loud Party/People,LOUD PARTY/MUSIC,2015-00021409,0:04:13
4/2/15 0:12,100 BLK PRAIRIEWOOD DR S,Fargo,Loud Party/People,LOUD PARTY,2015-00021189,0:59:10
4/1/15 20:00,1400 BLK 6 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00008691,0:38:32
4/1/15 1:53,800 BLK 37 AVE S,Moorhead,Loud Party/People,LOUD PARTY,2015-00008597,0:50:43
8/31/15 2:22,2600 BLK 14 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00061157,0:11:40
8/31/15 0:14,3000 BLK 10 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00061138,0:10:47
8/30/15 20:01,4200 BLK 52 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00061093,0:07:50
8/30/15 3:38,1100 BLK 18 1/2 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00024675,0:16:12
8/30/15 1:23,3500 BLK POLK ST S,Fargo,Loud Party/People,LOUD PARTY/MUSIC,2015-00060941,0:23:50
8/30/15 1:04,800 BLK WOODBRIDGE CIR,Dilworth,Loud Party/People,LOUD PARTY,Multiple incidents,0:20:53
8/30/15 0:29,1400 BLK 12 ST N,Fargo,Loud Party/People,PARTY,2015-00060930,0:48:58
8/29/15 22:38,4200 BLK 39 1/2 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00060891,1:42:28
8/29/15 21:59,200 BLK 9 AVE N,Casselton,Loud Party/People,LOUD PARTY,2015-00012189,0:50:17
8/29/15 20:30,19 AVE NW,West Fargo,Loud Party/People,LOUD PARTY,2015-00012184,1:14:29
8/29/15 18:48,1300 BLK 4 AVE N,Fargo,Loud Party/People,LOUD PARTY,2015-00060833,0:07:52
8/29/15 18:26,UNIVERSITY DR N,Fargo,Loud Party/People,PARTY,2015-00060828,0:29:08
8/29/15 4:25,1000 BLK 16 ST N,Fargo,Loud Party/People,LOUD PPL,2015-00060705,0:33:48
8/29/15 2:59,400 BLK 14 ST N,Moorhead,Loud Party/People,LOUD BASS,2015-00024560,0:57:50
8/29/15 2:18,300 BLK 4 AVE W,West Fargo,Loud Party/People,LOUD MC AND MUSIC,2015-00015184,0:52:40
8/29/15 2:11,1800 BLK 39 ST S,Fargo,Loud Party/People,LOUD PEOPLE,2015-00060685,0:44:01
8/29/15 2:08,0 BLK 8 ST N,Fargo,Loud Party/People,LOUD PARTY,Multiple incidents,0:49:47
8/29/15 2:03,900 BLK SHEYENNE PARK PL,West Fargo,Loud Party/People,LOUD JUVENILES,2015-00015183,0:22:00
8/29/15 0:24,12 AVE N,Fargo,Loud Party/People,LOUD PARTIES,2015-00060657,0:38:15
8/29/15 0:11,11 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00060660,1:11:28
8/28/15 23:44,1300 BLK 12 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00060645,0:49:00
8/28/15 23:27,1600 BLK 8 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00060619,0:54:02
8/28/15 23:26,FOREST AVE N,Fargo,Loud Party/People,LOUD BAND,2015-00060614,0:16:33
8/28/15 23:18,700 BLK 1 AVE N,Moorhead,Loud Party/People,LOUD BAND,,0:01:48
8/28/15 22:44,1300 BLK 12 ST N,Fargo,Loud Party/People,LOUD PEOPLE,2015-00060602,0:25:12
8/28/15 22:14,2800 BLK 7 ST W,West Fargo,Loud Party/People,LOUD MUSIC,2015-00015161,0:27:10
8/28/15 21:45,400 BLK ROBERTS ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00060585,0:34:01
8/28/15 1:01,2000 BLK 21 AVE S,Fargo,Loud Party/People,LOUD PEOPLE,2015-00060333,1:17:02
8/27/15 22:45,1600 BLK 11 AVE N,Fargo,Loud Party/People,LOUD MUSIC,2015-00060285,1:06:11
8/27/15 22:03,3600 BLK 42 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00060281,0:34:36
8/26/15 23:28,300 BLK 31 AVE N,Fargo,Loud Party/People,LOUD PEOPLE/MUSIC,2015-00059965,0:20:42
8/26/15 23:18,4500 BLK 16 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00059968,1:06:15
8/26/15 19:19,9 1/2 ST E,West Fargo,Loud Party/People,LOUD MUSIC,2015-00015002,0:20:53
8/26/15 13:16,900 BLK 10 ST N,Moorhead,Loud Party/People,JUVENILE COMPLAINT/LOUD PARTY *1021*,2015-00024264,0:18:48
8/26/15 0:42,1500 BLK 2 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00059734,1:09:21
8/25/15 23:51,100 BLK MAIN AVE E,West Fargo,Loud Party/People,LOUD CHILDREN RUNNING,2015-00014917,0:11:53
8/25/15 20:17,400 BLK 4 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00059679,1:27:03
8/25/15 3:25,1300 BLK 1 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00059477,0:23:10
8/24/15 23:14,300 BLK 31 AVE N,Fargo,Loud Party/People,LOUD PARTY,2015-00059420,0:40:05
8/24/15 3:20,2600 BLK PACIFIC DR S,Fargo,Loud Party/People,LOUD PEOPLE,2015-00059208,1:21:58
8/24/15 0:08,1400 BLK 11 ST N,Fargo,Loud Party/People,PEOPLE BEING LOUD,2015-00059171,0:33:03
8/23/15 23:50,3000 BLK 17 ST S,Moorhead,Loud Party/People,LOUD PEOPLE,2015-00024020,0:28:48
8/23/15 23:25,1000 BLK UNIVERSITY DR N,Fargo,Loud Party/People,LOUD PARTY,2015-00059148,0:25:09
8/23/15 23:19,1000 BLK COLLEGE ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00059145,0:04:06
8/23/15 23:18,1000 BLK COLLEGE ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00059144,0:03:07
8/23/15 23:13,1300 BLK UNIVERSITY DR N,Fargo,Loud Party/People,LOUD PARTY,2015-00059160,0:53:15
8/23/15 21:57,5100 BLK AMBER VALLEY PKWY S,Fargo,Loud Party/People,LOUD PARTY,,0:05:34
8/23/15 21:02,1200 BLK 11 ST N,Fargo,Loud Party/People,LOUD COLLEGE KIDS,2015-00059126,1:01:06
8/23/15 18:14,3200 BLK 18 ST S,Fargo,Loud Party/People,PEOPLE BEING LOUD,2015-00059088,0:21:13
8/23/15 3:27,700 BLK ELM ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00058935,0:18:52
8/23/15 3:25,1900 BLK 21 AVE S,Fargo,Loud Party/People,LOUD PARTY/PEOPLE,2015-00058934,0:20:26
8/23/15 1:35,800 BLK 4 ST S,Moorhead,Loud Party/People,LOUD TALKING ON PORCH,2015-00023920,0:31:08
8/23/15 0:41,11 ST N,Fargo,Loud Party/People,PARTYING,2015-00058893,0:06:44
8/23/15 0:32,1100 BLK COLLEGE ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00058898,1:05:10
8/23/15 0:21,9 ST N,Fargo,Loud Party/People,PARTY/BACK YARD,2015-00058905,0:54:44
8/23/15 0:18,1500 BLK 11 ST N,Fargo,Loud Party/People,10-15 PEOPLE,2015-00058890,1:04:07
8/23/15 0:15,5300 BLK 33 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00058911,1:35:10
8/23/15 0:06,1200 BLK 10 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00058879,0:28:39
8/22/15 23:19,1000 BLK 9 AVE N,Fargo,Loud Party/People,LOUD PARTY,2015-00058854,0:02:40
8/22/15 23:13,1000 BLK 9 AVE N,Fargo,Loud Party/People,LOUD PARTY,2015-00058863,0:29:17
8/22/15 23:00,2500 BLK 15 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00058866,1:08:28
8/22/15 22:39,200 BLK PARK DR,Horace,Loud Party/People,LOUD PARTY,2015-00011776,0:24:36
8/22/15 22:31,1000 BLK 12 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00058842,2:19:18
8/22/15 22:30,1000 BLK 12 ST N,Fargo,Loud Party/People,LOUD PARTY,,0:11:06
8/22/15 22:24,1000 BLK 9 AVE N,Fargo,Loud Party/People,LOUD PARTY,2015-00058852,1:28:29
8/22/15 22:22,5500 BLK 18 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00058873,1:57:12
8/22/15 4:45,300 BLK 2 ST NE,Dilworth,Loud Party/People,LOUD PPL,2015-00004905,0:22:23
8/22/15 1:14,400 BLK 16 ST S,Moorhead,Loud Party/People,LOUD PPL,2015-00023801,0:14:05
8/22/15 0:56,155 AVE SE,Amenia,Loud Party/People,PARTY,2015-00011736,1:54:00
8/22/15 0:47,1200 BLK 11 1/2 ST N,Fargo,Loud Party/People,LOUD PARTY,2015-00058624,0:53:53
8/21/15 2:55,1000 BLK 11 ST S,Moorhead,Loud Party/People,LOUD PARTY,2015-00023664,1:05:31
8/21/15 0:28,2600 BLK 35 AVE S,Fargo,Loud Party/People,LOUD PEOLE,2015-00058340,0:12:33
8/20/15 22:10,5 AVE S,Moorhead,Loud Party/People,LOUD PARTY,2015-00023641,0:15:26
8/20/15 4:36,500 BLK 5 ST S,Moorhead,Loud Party/People,LOUD PARTY EAST OF HERE,2015-00023558,0:33:57
8/20/15 0:51,3300 BLK 31 AVE S,Fargo,Loud Party/People,LOUD PARTY,2015-00058048,0:29:01
8/19/15 23:27,800 BLK COUNTRYSIDE TRAILER CT S,Fargo,Loud Party/People,LOUD PARTY,2015-00058011,0:20:30
8/19/15 22:13,1700 BLK 17 AVE S,Fargo,Loud Party/People,LOUD PPL/MUSIC,2015-00057985,0:12:19
8/18/15 21:54,3400 BLK 32 ST S,Fargo,Loud Party/People,LOUD PARTY,,0:31:06
8/18/15 15:33,1400 BLK 35 ST S,Fargo,Loud Party/People,LOUD PARTY,2015-00057660,0:42:10
8/17/15 23:01,3300 BLK BROADWAY N,Fargo,Loud Party/People,LOUD PARTY,2015-00057447,0:29:16
